image_name,card_set,card_number,rarity,card_name,other_names,card_type,attribute,types,race_type,ability_type,level,atk_def,atk,def,password,status,effect_types,ritual_required,property,ritual_monster_required,pendulum_scale,rank,link_arrows,atk_link,atk_link_val,link_rating,other_names_japanese,summoned_by_the_effect_of
ABPF-EN074 C.png,Absolute Powerforce,ABPF-EN074,Common,Machine King - 3000 B.C.,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,70406920,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Effect', 'Ignition', 'Condition']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN113 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN113,Ultra Rare,Doomking Balerdroch,NA,Monster,DARK,Zombie / Effect,Zombie,Effect,8,2800 / 2000,2800,2000,39185163,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition', 'Quick']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRD-030 C.png,Metal Raiders,MRD-030,Common,Ocubeam,NA,Monster,LIGHT,Fairy,Fairy,NA,5,1550 / 1650,1550,1650,86088138,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANPR-EN049 C.png,Ancient Prophecy,ANPR-EN049,Common,Emergency Assistance,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,24019261,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
TDGS-EN033 UR.png,The Duelist Genesis,TDGS-EN033,Ultra Rare,Dark Hunter,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,4,1600 / 400,1600,400,19357125,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Continuous', 'Continuous', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROTD-EN006 C.png,Rise of the Duelist,ROTD-EN006,Common,"Dogmatika Theo, the Iron Punch",NA,Monster,LIGHT,Spellcaster / Effect,Spellcaster,Effect,4,1800 / 1500,1800,1500,96891787,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Condition', 'Ignition', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN027 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN027,Ultra Rare,Altergeist Failover,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,98753320,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger-like', 'Quick-like', 'Condition']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLAS-EN083 SR.png,Gladiator's Assault,GLAS-EN083,Super Rare,Defensive Tactics,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,28877100,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
CROS-EN003 C.png,Crossed Souls,CROS-EN003,Common,Performapal Bowhopper,NA,Monster,EARTH,Insect / Effect,Insect,Effect,4,1500 / 1000,1500,1000,37745740,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSHD-EN000 SR.png,The Shining Darkness,TSHD-EN000,Super Rare,XX-Saber Boggart Knight,NA,Monster,EARTH,Beast-Warrior / Effect,Beast-Warrior,Effect,4,1900 / 1000,1900,1000,05998840,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXFO-EN080 SP.png,Extreme Force,EXFO-EN080,Short Print,Oops!,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,55573346,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHSP-EN090 UR.png,Shadow Specters,SHSP-EN090,Ultra Rare,"Celestial Wolf Lord, Blue Sirius",Wolf Lord Blue Sirius,Monster,DARK,Beast-Warrior / Synchro / Effect,Beast-Warrior,Synchro,6,2400 / 1500,2400,1500,32995007,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGAS-EN088 ScR.png,Ignition Assault,IGAS-EN088,Secret Rare,Plunder Patrollship Moerk,NA,Monster,DARK,Fiend / Xyz / Effect,Fiend,Xyz,NA,1000 / 2500,1000,2500,20248754,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition', 'Continuous']",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
SOFU-EN006 C.png,Soul Fusion,SOFU-EN006,Common,Dinowrestler Capoeiraptor,NA,Monster,EARTH,Dinosaur / Effect,Dinosaur,Effect,4,1800 / 0,1800,0,29996433,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBLZ-EN084 ScR.png,Cosmo Blazer,CBLZ-EN084,Secret Rare,Bonfire Colossus,NA,Monster,FIRE,Beast-Warrior / Effect,Beast-Warrior,Effect,8,2600 / 2200,2600,2200,59834564,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHSP-EN079 C.png,Shadow Specters,SHSP-EN079,Common,Survival of the Fittest,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,58272005,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Continuous-like', 'Trigger-like']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAOV-EN032 R.png,Galactic Overlord,GAOV-EN032,Rare,Lightray Sorcerer,NA,Monster,LIGHT,Spellcaster / Effect,Spellcaster,Effect,6,2300 / 2000,2300,2000,91349449,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHIM-EN090 SR.png,Chaos Impact,CHIM-EN090,Super Rare,Dream Mirror Hypnagogia,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,25964547,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST-023 SR.png,Ancient Sanctuary,AST-023,Super Rare,Zaborg the Thunder Monarch,NA,Monster,LIGHT,Thunder / Effect,Thunder,Effect,5,2400 / 1000,2400,1000,51945556,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRIO-EN094 C.png,Primal Origin,PRIO-EN094,Common,Shogi Knight,NA,Monster,EARTH,Beast-Warrior / Effect,Beast-Warrior,Effect,3,800 / 400,800,400,41493640,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRV-EN055 R.png,Cybernetic Revolution,CRV-EN055,Rare,Magical Explosion,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,32723153,"['Forbidden (Ocg)', 'Limited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORE-EN065 ScR.png,Clash of Rebellions,CORE-EN065,Secret Rare,Mistaken Arrest,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,04227096,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
STBL-EN021 C.png,Starstrike Blast,STBL-EN021,Common,"Karakuri Strategist mdl 248 ""Nishipachi""",NA,Monster,EARTH,Machine / Tuner,Machine,Tuner,3,500 / 1600,500,1600,66625883,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FET-EN033 C.png,Flaming Eternity,FET-EN033,Common,Rescue Cat,NA,Monster,EARTH,Beast / Effect,Beast,Effect,4,300 / 100,300,100,14878871,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LODT-EN047 C.png,Light of Destruction,LODT-EN047,Common,Demise of the Land,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,48934760,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOFU-EN017 C.png,Soul Fusion,SOFU-EN017,Common,"World Legacy - ""World Wand""",NA,Monster,DARK,Machine / Effect,Machine,Effect,8,500 / 2500,500,2500,93920420,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Condition', 'Trigger', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BACH-EN018 C.png,Battle of Chaos,BACH-EN018,Common,"Neiroy, the Dream Mirror Traitor",NA,Monster,DARK,Fiend / Effect,Fiend,Effect,3,1000 / 1000,1000,1000,90176467,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORE-EN048 UR.png,Clash of Rebellions,CORE-EN048,Ultra Rare,Archfiend Black Skull Dragon,NA,Monster,DARK,Dragon / Fusion / Effect,Dragon,Fusion,9,3200 / 2500,3200,2500,45349196,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON-024 SP.png,Labyrinth of Nightmare,LON-024,Short Print,Fairy Box,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,21598948,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger-like', 'Maintenance cost']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
LODT-EN058 C.png,Light of Destruction,LODT-EN058,Common,Mystical Cards of Light,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,48356796,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Continuous-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOC-074 C.png,Invasion of Chaos,IOC-074,Common,Hyper Hammerhead,NA,Monster,EARTH,Dinosaur / Effect,Dinosaur,Effect,4,1500 / 1200,1500,1200,02671330,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STBL-EN094 C.png,Starstrike Blast,STBL-EN094,Common,Ally of Justice Unknown Crusher,NA,Monster,DARK,Machine / Effect,Machine,Effect,3,1200 / 800,1200,800,22371016,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSOC-EN029 UR.png,Crossroads of Chaos,CSOC-EN029,Ultra Rare,"Tytannial, Princess of Camellias",NA,Monster,WIND,Plant / Effect,Plant,Effect,8,2800 / 2600,2800,2600,11819616,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Quick'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRL-019 C.png,Spell Ruler,MRL-019,Common,Dark Witch,NA,Monster,LIGHT,Fairy,Fairy,NA,5,1800 / 1700,1800,1700,35565537,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOTL-EN006 C.png,Judgment of the Light,JOTL-EN006,Common,Super Defense Robot Lio,NA,Monster,EARTH,Machine / Effect,Machine,Effect,4,1200 / 1600,1200,1600,08091563,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOC-087 UR.png,Invasion of Chaos,IOC-087,Ultra Rare,Guardian Angel Joan,NA,Monster,LIGHT,Fairy / Effect,Fairy,Effect,7,2800 / 2000,2800,2000,68007326,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST-097 R.png,Ancient Sanctuary,AST-097,Rare,Thousand Energy,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,05703682,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
STON-EN017 UR.png,Strike of Neos,STON-EN017,Ultra Rare,"Reign-Beaux, Overlord of Dark World",NA,Monster,DARK,Fiend / Effect,Fiend,Effect,7,2500 / 1800,2500,1800,99458769,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INOV-EN013 C.png,Invasion: Vengeance,INOV-EN013,Common,Flower Cardian Maple with Deer,NA,Monster,DARK,Warrior / Effect,Warrior,Effect,10,1000 / 1000,1000,1000,21772453,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLAS-EN045 C.png,Gladiator's Assault,GLAS-EN045,Common,Contact Out,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,69270537,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANPR-EN052 SR.png,Ancient Prophecy,ANPR-EN052,Super Rare,Core Compression,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,13997673,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Cost', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOSH-EN059 C.png,Breakers of Shadow,BOSH-EN059,Common,Destruction Swordsman Fusion,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,41940225,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Effect', 'Ignition-like', 'Condition']",NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRIO-EN062 UR.png,Primal Origin,PRIO-EN062,Ultra Rare,Sylvan Charity,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,82016179,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIOV-EN095 C.png,Lightning Overdrive,LIOV-EN095,Common,D/D/D Supersight King Zero Maxwell,NA,Monster,DARK,Fiend / Pendulum / Effect,Fiend,Pendulum,7,2800 / 2500,2800,2500,76029419,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Pendulum Effect ', 'Ignition-like', 'Condition', 'Monster Effect', 'Trigger', 'Continuous', 'Continuous']",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
DUEA-EN096 C.png,Duelist Alliance,DUEA-EN096,Common,Fishborg Doctor,NA,Monster,WATER,Fish / Effect,Fish,Effect,4,400 / 400,400,400,10560119,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON-023 SP.png,Labyrinth of Nightmare,LON-023,Short Print,Tornado Wall,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,18605135,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Continuous-like', 'Continuous-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETCO-EN053 C.png,Eternity Code,ETCO-EN053,Common,Gouki The Powerload Ogre,NA,Monster,EARTH,Warrior / Link / Effect,Warrior,Link,NA,NA,NA,NA,11516241,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,"Bottom-Left,  Bottom-Center,  Bottom-Right,  Middle-Right",2800 / 4,2800,4,NA,NA
SECE-EN038 R.png,Secrets of Eternity,SECE-EN038,Rare,Dragon Dowser,NA,Monster,EARTH,Wyrm / Effect,Wyrm,Effect,4,1500 / 1500,1500,1500,76066541,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRD-038 C.png,Metal Raiders,MRD-038,Common,Deepsea Shark,NA,Monster,WATER,Fish / Fusion,Fish,Fusion,5,1900 / 1600,1900,1600,28593363,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTGY-EN054 ScR.png,Lord of the Tachyon Galaxy,LTGY-EN054,Secret Rare,Brotherhood of the Fire Fist - Cardinal,NA,Monster,FIRE,Beast-Warrior / Xyz / Effect,Beast-Warrior,Xyz,NA,1800 / 2200,1800,2200,58504745,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition']",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
SAST-EN049 UR.png,Savage Strike,SAST-EN049,Ultra Rare,Trickstar Divaridis,NA,Monster,LIGHT,Fairy / Link / Effect,Fairy,Link,NA,NA,NA,NA,14365823,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Trigger', 'Trigger']",NA,NA,NA,NA,NA,"Bottom-Left,  Bottom-Center",1800 / 2,1800,2,NA,NA
BOSH-EN077 R.png,Breakers of Shadow,BOSH-EN077,Rare,Pendulum Reborn,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,77826734,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIRA-EN092 C.png,Rising Rampage,RIRA-EN092,Common,Yosenju Oroshi Channeling,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,61884774,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-072 R.png,Pharaonic Guardian,PGD-072,Rare,Winged Sage Falcos,NA,Monster,WIND,Winged Beast / Effect,Winged Beast,Effect,4,1700 / 1200,1700,1200,87523462,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABYR-EN018 R.png,Abyss Rising,ABYR-EN018,Rare,Mermail Abysspike,NA,Monster,WATER,Fish / Effect,Fish,Effect,4,1600 / 800,1600,800,58471134,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGBT-EN099 R.png,Raging Battle,RGBT-EN099,Rare,Emperor Sem,NA,Monster,LIGHT,Fiend / Effect,Fiend,Effect,4,1300 / 2200,1300,2200,21672573,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAEV-EN056 R.png,Tactical Evolution,TAEV-EN056,Rare,Double Summon,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,43422537,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON-084 C.png,Labyrinth of Nightmare,LON-084,Common,Deal of Phantom,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,69122763,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGO-EN020 PGR.png,Maximum Gold,MAGO-EN020,Premium Gold Rare,Nurse Dragonmaid,NA,Monster,EARTH,Dragon / Effect,Dragon,Effect,2,500 / 1600,500,1600,40398073,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABPF-EN062 SR.png,Absolute Powerforce,ABPF-EN062,Super Rare,Synchro Control,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,88289295,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Cost', 'Effect']",NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEN-EN025 C.png,Elemental Energy,EEN-EN025,Common,"Scarr, Scout of Dark World",NA,Monster,DARK,Fiend / Effect,Fiend,Effect,2,500 / 500,500,500,05498296,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGAS-EN076 ScR.png,Ignition Assault,IGAS-EN076,Secret Rare,Sales Pitch,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,02971446,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOVR-EN092 ScR.png,Stardust Overdrive,SOVR-EN092,Secret Rare,Dark Simorgh,NA,Monster,DARK,Winged Beast / Effect,Winged Beast,Effect,7,2700 / 1000,2700,1000,11366199,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Ignition', 'Ignition', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGBT-EN022 SR.png,Raging Battle,RGBT-EN022,Super Rare,Koa'ki Meiru Powerhand,NA,Monster,EARTH,Machine / Effect,Machine,Effect,4,2100 / 1600,2100,1600,19642889,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Maintenance cost', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TDIL-EN064 R.png,The Dark Illusion,TDIL-EN064,Rare,Triamid Kingolem,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,72772445,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Continuous-like', 'Trigger-like', 'Condition']",NA,Field,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAEV-EN084 ScR.png,Tactical Evolution,TAEV-EN084,Secret Rare,Abyssal Kingshark,NA,Monster,WATER,Fish / Effect,Fish,Effect,4,1700 / 600,1700,600,44223284,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORE-EN007 C.png,Clash of Rebellions,CORE-EN007,Common,Superheavy Samurai Blowtorch,NA,Monster,EARTH,Machine / Effect,Machine,Effect,1,500 / 300,500,300,07864030,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSHD-EN016 R.png,The Shining Darkness,TSHD-EN016,Rare,Revival Rose,NA,Monster,DARK,Plant / Effect,Plant,Effect,4,1300 / 1300,1300,1300,12469386,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLVO-EN009 C.png,Blazing Vortex,BLVO-EN009,Common,Springans Captain Sargas,NA,Monster,FIRE,Machine / Effect,Machine,Effect,8,1500 / 2800,1500,2800,29601381,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Quick', 'Condition', 'Condition', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRIO-EN024 UR.png,Primal Origin,PRIO-EN024,Ultra Rare,Bujin Hirume,NA,Monster,LIGHT,Beast-Warrior / Effect,Beast-Warrior,Effect,4,2000 / 1000,2000,1000,09418365,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Trigger', 'Unclassified']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-069 UR.png,Pharaonic Guardian,PGD-069,Ultra Rare,Mystical Knight of Jackal,NA,Monster,LIGHT,Beast-Warrior / Effect,Beast-Warrior,Effect,7,2700 / 1200,2700,1200,98745000,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLAS-EN064 C.png,Gladiator's Assault,GLAS-EN064,Common,No Entry!!,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,60306104,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORE-EN073 R.png,Clash of Rebellions,CORE-EN073,Rare,Igknight Burst,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,65872270,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick-like', 'Trigger-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
MACR-EN025 SR.png,Maximum Crisis,MACR-EN025,Super Rare,"Metaltron XII, the True Dracombatant",NA,Monster,LIGHT,Wyrm / Effect,Wyrm,Effect,9,3000 / 3000,3000,3000,57761191,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOB-047 C.png,Legend of Blue Eyes White Dragon,LOB-047,Common,Wasteland,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,23424603,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Continuous-like'],NA,Field,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLVO-EN081 SR.png,Blazing Vortex,BLVO-EN081,Super Rare,Materiactor Gigadra,NA,Monster,DARK,Dragon / Effect,Dragon,Effect,3,1000 / 1000,1000,1000,33008376,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLVO-EN013 SR.png,Blazing Vortex,BLVO-EN013,Super Rare,S-Force Orrafist,NA,Monster,LIGHT,Cyberse / Effect,Cyberse,Effect,4,1800 / 1000,1800,1000,95974848,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Quick', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXVC-EN003 R.png,Extreme Victory,EXVC-EN003,Rare,Salvage Warrior,NA,Monster,WATER,Warrior / Effect,Warrior,Effect,5,1900 / 1600,1900,1600,41705642,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRMS-EN047 R.png,Crimson Crisis,CRMS-EN047,Rare,Star Blast,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,67196946,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Cost', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
BODE-EN060 SR.png,Burst of Destiny,BODE-EN060,Super Rare,Reptilianne Ramifications,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,81615450,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
